,id,id_gen,entity,relation,value,probability,source,action,iteration,entity_words,value_word,entity_letters,value_letters,has_probability,e_generalizations,e_instancetype,e_populate,e_antireflexive,e_antisymmetric,e_range,v_generalizations,v_instancetype,v_populate,v_antireflexive,v_antisymmetric,v_range,label
340,735109,x100001249,brian_moehler,athleteplaysforteam,astros,0.75,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,12,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
341,735110,x100001250,casey_kotchman,athleteplaysforteam,braves,0.75,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,13,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
342,735111,x100001251,mike_gonzalez,athleteplaysforteam,braves,0.75,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,12,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
343,735112,x100001252,braden_looper,athleteplaysforteam,cardinals,0.875,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,12,9,1,None,None,None,None,None,None,None,None,None,None,None,None,1
344,735113,x100001253,mark_mulder,athleteplaysforteam,cardinals,0.75,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,10,9,1,None,None,None,None,None,None,None,None,None,None,None,None,1
345,735114,x100001254,rich_hill,athleteplaysforteam,cubs,0.9375,[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (CBL)],None,36,2,1,8,4,1,None,None,None,None,None,None,None,None,None,None,None,None,1
346,735115,x100001255,dan_haren,athleteplaysforteam,diamondbacks,0.984375,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,8,12,1,None,None,None,None,None,None,None,None,None,None,None,None,1
347,735116,x100001256,brandon_lyon,athleteplaysforteam,diamondbacks,0.75,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,11,12,1,None,None,None,None,None,None,None,None,None,None,None,None,1
348,735117,x100001257,jonathan_broxton,athleteplaysforteam,dodgers,0.9375,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,15,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
349,735118,x100001258,takashi_saito,athleteplaysforteam,dodgers,0.75,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,12,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
350,735119,x100001259,barry_zito,athleteplaysforteam,giants,0.96875,[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (CBL)],None,36,2,1,9,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
351,735120,x100001260,eugenio_velez,athleteplaysforteam,giants,0.75,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,12,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
352,735121,x100001261,brian_wilson,athleteplaysforteam,giants,0.75,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,11,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
353,735122,x100001262,pau_gasol,athleteplaysforteam,lakers,0.999996,"[MBL-Iter:4-2010/01/12-18:37:49-From ErrorBasedIntegrator (CBL), MBL-Iter:35-2010/01/27-16:40:18-From ErrorBasedIntegrator (CBL), MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (CBL)]",None,36,2,1,8,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
354,735123,x100001263,josh_johnson,athleteplaysforteam,marlins,0.875,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,11,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
355,735124,x100001264,chris_volstad,athleteplaysforteam,marlins,0.875,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,12,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
356,735125,x100001265,matt_lindstrom,athleteplaysforteam,marlins,0.875,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,13,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
357,735126,x100001266,francisco_rodriguez,athleteplaysforteam,mets,0.875,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,18,4,1,None,None,None,None,None,None,None,None,None,None,None,None,1
358,735127,x100001267,adam_loewen,athleteplaysforteam,orioles,0.9375,[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (CBL)],None,36,2,1,10,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
359,735128,x100001268,chris_young,athleteplaysforteam,padres,0.984375,"[MBL-Iter:24-2010/01/20-06:24:12-From ErrorBasedIntegrator (SEAL,CBL), MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,10,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
360,735129,x100001269,brett_myers,athleteplaysforteam,phillies,0.96875,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,10,8,1,None,None,None,None,None,None,None,None,None,None,None,None,1
361,735130,x100001270,brad_lidge,athleteplaysforteam,phillies,0.96875,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,9,8,1,None,None,None,None,None,None,None,None,None,None,None,None,1
362,735131,x100001271,joe_blanton,athleteplaysforteam,phillies,0.9375,[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (CBL)],None,36,2,1,10,8,1,None,None,None,None,None,None,None,None,None,None,None,None,1
363,735132,x100001272,matt_capps,athleteplaysforteam,pirates,0.75,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,9,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
364,735133,x100001273,vicente_padilla,athleteplaysforteam,rangers,0.875,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,14,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
365,735134,x100001274,clay_buchholz,athleteplaysforteam,red_sox,0.75,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,2,12,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
366,735135,x100001275,johnny_cueto,athleteplaysforteam,reds,0.9375,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,11,4,1,None,None,None,None,None,None,None,None,None,None,None,None,1
367,735136,x100001276,francisco_cordero,athleteplaysforteam,reds,0.875,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,16,4,1,None,None,None,None,None,None,None,None,None,None,None,None,1
368,735137,x100001277,edinson_volquez,athleteplaysforteam,reds,0.875,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,14,4,1,None,None,None,None,None,None,None,None,None,None,None,None,1
369,735138,x100001278,joakim_soria,athleteplaysforteam,royals,0.75,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,11,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
370,735139,x100001279,jeremy_bonderman,athleteplaysforteam,tigers,0.9375,"[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (SEAL,CBL)]",None,36,2,1,15,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
371,735140,x100001280,freddy_garcia,athleteplaysforteam,white_sox,0.9375,[MBL-Iter:36-2010/01/28-07:51:41-From ErrorBasedIntegrator (CBL)],None,36,2,2,12,8,1,None,None,None,None,None,None,None,None,None,None,None,None,1
372,735141,x100001281,jair_jurrjens,athleteplaysforteam,braves,0.875,"[MBL-Iter:37-2010/01/28-23:19:22-From ErrorBasedIntegrator (SEAL,CBL)]",None,37,2,1,12,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
373,735142,x100001282,blake_dewitt,athleteplaysforteam,dodgers,0.875,"[MBL-Iter:37-2010/01/28-23:19:22-From ErrorBasedIntegrator (SEAL,CBL)]",None,37,2,1,11,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
374,735143,x100001283,cleon_jones,athleteplaysforteam,mets,0.9375,[MBL-Iter:37-2010/01/28-23:19:22-From ErrorBasedIntegrator (CBL)],None,37,2,1,10,4,1,None,None,None,None,None,None,None,None,None,None,None,None,1
375,735144,x100001284,george_sherrill,athleteplaysforteam,orioles,0.875,"[MBL-Iter:37-2010/01/28-23:19:22-From ErrorBasedIntegrator (SEAL,CBL)]",None,37,2,1,14,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
376,735145,x100001285,babe_ruth,athleteplaysforteam,red_sox,0.992188,"[MBL-Iter:13-2010/01/15-05:49:01-From ErrorBasedIntegrator (CBL), MBL-Iter:37-2010/01/28-23:19:22-From ErrorBasedIntegrator (CBL)]",None,37,2,2,8,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
377,735146,x100001286,aaron_rodgers,athleteplaysforteam,packers,0.9375,[MBL-Iter:38-2010/01/29-12:39:43-From ErrorBasedIntegrator (CBL)],None,38,2,1,12,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
378,735147,x100001287,chan_ho_park,athleteplaysforteam,dodgers,0.9375,[MBL-Iter:39-2010/01/30-09:10:21-From ErrorBasedIntegrator (CBL)],None,39,3,1,10,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
379,735148,x100001288,jim_johnson,athleteplaysforteam,orioles,0.75,"[MBL-Iter:39-2010/01/30-09:10:21-From ErrorBasedIntegrator (SEAL,CBL)]",None,39,2,1,10,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
380,735149,x100001289,mitch_williams,athleteplaysforteam,phillies,0.9375,[MBL-Iter:39-2010/01/30-09:10:21-From ErrorBasedIntegrator (CBL)],None,39,2,1,13,8,1,None,None,None,None,None,None,None,None,None,None,None,None,1
381,735150,x100001290,leo_nunez,athleteplaysforteam,royals,0.75,"[MBL-Iter:39-2010/01/30-09:10:21-From ErrorBasedIntegrator (SEAL,CBL)]",None,39,2,1,8,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
382,735151,x100001291,kyle_farnsworth,athleteplaysforteam,yankees,0.9375,[MBL-Iter:39-2010/01/30-09:10:21-From ErrorBasedIntegrator (CBL)],None,39,2,1,14,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
383,735152,x100001292,kyle_orton,athleteplaysforteam,bears,0.9375,[MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (CBL)],None,40,2,1,9,5,1,None,None,None,None,None,None,None,None,None,None,None,None,1
384,735153,x100001293,will_ohman,athleteplaysforteam,braves,0.875,"[MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (SEAL,CBL)]",None,40,2,1,9,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
385,735154,x100001294,chuck_james,athleteplaysforteam,braves,0.875,"[MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (SEAL,CBL)]",None,40,2,1,10,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
386,735155,x100001295,randy_flores,athleteplaysforteam,cardinals,0.75,"[MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (SEAL,CBL)]",None,40,2,1,11,9,1,None,None,None,None,None,None,None,None,None,None,None,None,1
387,735156,x100001296,jose_valverde,athleteplaysforteam,diamondbacks,0.875,"[MBL-Iter:34-2010/01/27-03:41:12-From ErrorBasedIntegrator (SEAL,CBL), MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (SEAL,CBL)]",None,40,2,1,12,12,1,None,None,None,None,None,None,None,None,None,None,None,None,1
388,735157,x100001297,joe_beimel,athleteplaysforteam,dodgers,0.875,"[MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (SEAL,CBL)]",None,40,2,1,9,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
389,735158,x100001298,scott_proctor,athleteplaysforteam,dodgers,0.75,"[MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (SEAL,CBL)]",None,40,2,1,12,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
390,735159,x100001299,logan_kensing,athleteplaysforteam,marlins,0.75,"[MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (SEAL,CBL)]",None,40,2,1,12,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
391,735160,x100001300,kevin_gregg,athleteplaysforteam,marlins,0.9375,"[MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (SEAL,CBL)]",None,40,2,1,10,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
392,735161,x100001301,aaron_heilman,athleteplaysforteam,mets,0.9375,"[MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (SEAL,CBL)]",None,40,2,1,12,4,1,None,None,None,None,None,None,None,None,None,None,None,None,1
393,735162,x100001302,scott_schoeneweis,athleteplaysforteam,mets,0.875,"[MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (SEAL,CBL)]",None,40,2,1,16,4,1,None,None,None,None,None,None,None,None,None,None,None,None,1
394,735163,x100001303,joe_smith,athleteplaysforteam,mets,0.9375,"[MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (SEAL,CBL)]",None,40,2,1,8,4,1,None,None,None,None,None,None,None,None,None,None,None,None,1
395,735164,x100001304,tom_brady,athleteplaysforteam,new_england_patriots,0.96875,"[MBL-Iter:12-2010/01/14-23:07:44-From ErrorBasedIntegrator (CBL), MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (CBL)]",None,40,2,3,8,18,1,None,None,None,None,None,None,None,None,None,None,None,None,1
396,735165,x100001305,cla_meredith,athleteplaysforteam,padres,0.75,"[MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (SEAL,CBL)]",None,40,2,1,11,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
397,735166,x100001306,j_c__romero,athleteplaysforteam,phillies,0.9375,"[MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (SEAL,CBL)]",None,40,4,1,8,8,1,None,None,None,None,None,None,None,None,None,None,None,None,1
398,735167,x100001307,damaso_marte,athleteplaysforteam,pirates,0.875,"[MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (SEAL,CBL)]",None,40,2,1,11,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
399,735168,x100001308,craig_hansen,athleteplaysforteam,red_sox,0.875,"[MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (SEAL,CBL)]",None,40,2,2,11,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
400,735169,x100001309,vince_young,athleteplaysforteam,titans,0.984375,"[MBL-Iter:25-2010/01/20-18:29:09-From ErrorBasedIntegrator (CBL), MBL-Iter:34-2010/01/27-03:41:12-From ErrorBasedIntegrator (CBL), MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (CBL)]",None,40,2,1,10,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
401,735170,x100001310,nick_masset,athleteplaysforteam,white_sox,0.75,"[MBL-Iter:40-2010/01/30-21:36:25-From ErrorBasedIntegrator (SEAL,CBL)]",None,40,2,2,10,8,1,None,None,None,None,None,None,None,None,None,None,None,None,1
402,735171,x100001311,matt_leinart,athleteplaysforteam,arizona,0.9375,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (CBL)],None,41,2,1,11,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
403,735172,x100001312,hiroki_kuroda,athleteplaysforteam,dodgers,0.984375,"[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (SEAL,CBL)]",None,41,2,1,12,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
404,735173,x100001313,miguel_batista,athleteplaysforteam,mariners,0.875,"[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (SEAL,CBL)]",None,41,2,1,13,8,1,None,None,None,None,None,None,None,None,None,None,None,None,1
405,735174,x100001314,sergio_mitre,athleteplaysforteam,marlins,0.75,"[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (SEAL,CBL)]",None,41,2,1,11,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
406,735175,x100001315,tom_gordon,athleteplaysforteam,phillies,0.75,"[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (SEAL,CBL)]",None,41,2,1,9,8,1,None,None,None,None,None,None,None,None,None,None,None,None,1
407,735176,x100001316,ryan_doumit,athleteplaysforteam,pirates,0.9375,"[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (SEAL,CBL)]",None,41,2,1,10,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
408,735177,x100001317,akinori_otsuka,athleteplaysforteam,rangers,0.9375,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (CBL)],None,41,2,1,13,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
409,735178,x100001318,lou_merloni,athleteplaysforteam,red_sox,0.9375,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (CBL)],None,41,2,2,10,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
410,735179,x100001319,david_ross,athleteplaysforteam,reds,0.75,"[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (SEAL,CBL)]",None,41,2,1,9,4,1,None,None,None,None,None,None,None,None,None,None,None,None,1
411,735180,x100001320,homer_bailey,athleteplaysforteam,reds,0.75,"[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (SEAL,CBL)]",None,41,2,1,11,4,1,None,None,None,None,None,None,None,None,None,None,None,None,1
412,735181,x100001321,brian_bannister,athleteplaysforteam,royals,0.9375,"[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (SEAL,CBL)]",None,41,2,1,14,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
413,735182,x100001322,mark_teahen,athleteplaysforteam,royals,0.875,"[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (SEAL,CBL)]",None,41,2,1,10,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
414,735183,x100001323,darrell_rasner,athleteplaysforteam,yankees,0.75,"[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (SEAL,CBL)]",None,41,2,1,13,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
415,735184,x100001324,philip_rivers,athleteplaysforteam,chargers,0.9375,[MBL-Iter:42-2010/02/02-13:55:37-From ErrorBasedIntegrator (CBL)],None,42,2,1,12,8,1,None,None,None,None,None,None,None,None,None,None,None,None,1
416,735185,x100001325,felix_pie,athleteplaysforteam,cubs,0.996094,"[MBL-Iter:42-2010/02/02-13:55:37-From ErrorBasedIntegrator (SEAL,CBL)]",None,42,2,1,8,4,1,None,None,None,None,None,None,None,None,None,None,None,None,1
417,735186,x100001326,matt_kemp,athleteplaysforteam,dodgers,0.9375,"[MBL-Iter:42-2010/02/02-13:55:37-From ErrorBasedIntegrator (SEAL,CBL)]",None,42,2,1,8,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
418,735187,x100001327,andre_ethier,athleteplaysforteam,dodgers,0.992188,"[MBL-Iter:42-2010/02/02-13:55:37-From ErrorBasedIntegrator (SEAL,CBL)]",None,42,2,1,11,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
419,735188,x100001328,josh_willingham,athleteplaysforteam,marlins,0.875,"[MBL-Iter:42-2010/02/02-13:55:37-From ErrorBasedIntegrator (SEAL,CBL)]",None,42,2,1,14,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
420,735189,x100001329,dan_uggla,athleteplaysforteam,marlins,0.96875,"[MBL-Iter:42-2010/02/02-13:55:37-From ErrorBasedIntegrator (SEAL,CBL)]",None,42,2,1,8,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
421,735190,x100001330,jayson_werth,athleteplaysforteam,phillies,0.9375,"[MBL-Iter:42-2010/02/02-13:55:37-From ErrorBasedIntegrator (SEAL,CBL)]",None,42,2,1,11,8,1,None,None,None,None,None,None,None,None,None,None,None,None,1
422,735191,x100001331,carlos_ruiz,athleteplaysforteam,phillies,0.75,"[MBL-Iter:42-2010/02/02-13:55:37-From ErrorBasedIntegrator (SEAL,CBL)]",None,42,2,1,10,8,1,None,None,None,None,None,None,None,None,None,None,None,None,1
423,735192,x100001332,nate_mclouth,athleteplaysforteam,pirates,0.75,"[MBL-Iter:42-2010/02/02-13:55:37-From ErrorBasedIntegrator (SEAL,CBL)]",None,42,2,1,11,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
424,735193,x100001333,jarrod_saltalamacchia,athleteplaysforteam,rangers,0.75,"[MBL-Iter:42-2010/02/02-13:55:37-From ErrorBasedIntegrator (SEAL,CBL)]",None,42,2,1,20,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
425,735194,x100001334,jed_lowrie,athleteplaysforteam,red_sox,0.9375,[MBL-Iter:42-2010/02/02-13:55:37-From ErrorBasedIntegrator (CBL)],None,42,2,2,9,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
426,735195,x100001335,miguel_cabrera,athleteplaysforteam,tigers,0.875,"[MBL-Iter:42-2010/02/02-13:55:37-From ErrorBasedIntegrator (SEAL,CBL)]",None,42,2,1,13,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
427,735196,x100001336,mark_sanchez,athleteplaysforteam,usc,0.9375,[MBL-Iter:42-2010/02/02-13:55:37-From ErrorBasedIntegrator (CBL)],None,42,2,1,11,3,1,None,None,None,None,None,None,None,None,None,None,None,None,1
428,735197,x100001337,jeff_suppan,athleteplaysforteam,brewers,0.9375,[MBL-Iter:43-2010/02/03-03:33:09-From ErrorBasedIntegrator (CBL)],None,43,2,1,10,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
429,735198,x100001338,james_loney,athleteplaysforteam,dodgers,0.984375,"[MBL-Iter:43-2010/02/03-03:33:09-From ErrorBasedIntegrator (SEAL,CBL)]",None,43,2,1,10,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
430,735199,x100001339,dwayne_roloson,athleteplaysforteam,oilers,0.9375,[MBL-Iter:43-2010/02/03-03:33:09-From ErrorBasedIntegrator (CBL)],None,43,2,1,13,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
431,735200,x100001340,marlon_byrd,athleteplaysforteam,rangers,0.984375,"[MBL-Iter:43-2010/02/03-03:33:09-From ErrorBasedIntegrator (SEAL,CBL)]",None,43,2,1,10,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
432,735201,x100001341,kevin_brown,athleteplaysforteam,yankees,0.9375,[MBL-Iter:43-2010/02/03-03:33:09-From ErrorBasedIntegrator (CBL)],None,43,2,1,10,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
433,735202,x100001342,hong_chih_kuo,athleteplaysforteam,dodgers,0.9375,"[MBL-Iter:44-2010/02/03-18:17:09-From ErrorBasedIntegrator (SEAL,CBL)]",None,44,3,1,11,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
434,735203,x100001343,james_mcdonald,athleteplaysforteam,dodgers,0.75,"[MBL-Iter:44-2010/02/03-18:17:09-From ErrorBasedIntegrator (SEAL,CBL)]",None,44,2,1,13,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
435,735204,x100001344,esteban_loaiza,athleteplaysforteam,dodgers,0.875,"[MBL-Iter:44-2010/02/03-18:17:09-From ErrorBasedIntegrator (SEAL,CBL)]",None,44,2,1,13,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
436,735205,x100001345,lastings_milledge,athleteplaysforteam,mets,0.984375,[MBL-Iter:44-2010/02/03-18:17:09-From ErrorBasedIntegrator (CBL)],None,44,2,1,16,4,1,None,None,None,None,None,None,None,None,None,None,None,None,1
437,735206,x100001346,david_eckstein,athleteplaysforteam,cardinals,0.75,"[MBL-Iter:45-2010/02/04-08:46:09-From ErrorBasedIntegrator (SEAL,CBL)]",None,45,2,1,13,9,1,None,None,None,None,None,None,None,None,None,None,None,None,1
438,735207,x100001347,kurt_warner,athleteplaysforteam,cardinals,0.998047,"[MBL-Iter:25-2010/01/20-18:29:09-From ErrorBasedIntegrator (SEAL,CBL), MBL-Iter:44-2010/02/03-18:17:09-From ErrorBasedIntegrator (CBL), MBL-Iter:45-2010/02/04-08:46:09-From ErrorBasedIntegrator (SEAL,CBL)]",None,45,2,1,10,9,1,None,None,None,None,None,None,None,None,None,None,None,None,1
439,735208,x100001348,marvin_harrison,athleteplaysforteam,colts,0.75,"[MBL-Iter:45-2010/02/04-08:46:09-From ErrorBasedIntegrator (SEAL,CBL)]",None,45,2,1,14,5,1,None,None,None,None,None,None,None,None,None,None,None,None,1
440,735209,x100001349,drew_brees,athleteplaysforteam,saints,0.75,"[MBL-Iter:46-2010/02/05-00:59:23-From ErrorBasedIntegrator (SEAL,CBL)]",None,46,2,1,9,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
441,735210,x100001350,pudge_rodriguez,athleteplaysforteam,yankees,0.9375,[MBL-Iter:46-2010/02/05-00:59:23-From ErrorBasedIntegrator (CBL)],None,46,2,1,14,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
442,735211,x100001351,ramon_hernandez,athleteplaysforteam,orioles,0.9375,[MBL-Iter:48-2010/02/06-10:01:47-From ErrorBasedIntegrator (CBL)],None,48,2,1,14,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
443,735212,x100001352,andy_laroche,athleteplaysforteam,dodgers,0.75,"[MBL-Iter:50-2010/02/09-02:38:11-From ErrorBasedIntegrator (SEAL,CBL)]",None,50,2,1,11,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
444,735213,x100001353,gerald_laird,athleteplaysforteam,rangers,0.9375,[MBL-Iter:50-2010/02/09-02:38:11-From ErrorBasedIntegrator (CBL)],None,50,2,1,11,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
445,735214,x100001354,mike_aviles,athleteplaysforteam,royals,0.875,"[MBL-Iter:50-2010/02/09-02:38:11-From ErrorBasedIntegrator (SEAL,CBL)]",None,50,2,1,10,6,1,None,None,None,None,None,None,None,None,None,None,None,None,1
446,735215,x100001355,russell_branyan,athleteplaysforteam,brewers,0.75,"[MBL-Iter:51-2010/02/18-09:41:19-From ErrorBasedIntegrator (SEAL,CBL)]",None,51,2,1,14,7,1,None,None,None,None,None,None,None,None,None,None,None,None,1
447,735216,x100001356,jason_taylor,athleteplaysforteam,dolphins,0.9375,[MBL-Iter:51-2010/02/18-09:41:19-From ErrorBasedIntegrator (CBL)],None,51,2,1,11,8,1,None,None,None,None,None,None,None,None,None,None,None,None,1
